,image,confidence,TP,FP,acc TP,acc FP,precision,recall
736,625ef3b08e9e_image,75.37%,1,0,564,173,0.765264586,0.359007002
737,42a5b52fe13e_image,75.35%,1,0,565,173,0.765582656,0.359643539
738,8e437e0d3f8b_image,75.32%,0,1,565,174,0.764546685,0.359643539
739,a25223a7868d_image,75.25%,1,0,566,174,0.764864865,0.360280076
740,30eae2ee5011_image,75.24%,0,1,566,175,0.763832659,0.360280076
741,d0a5d4dbfd76_image,75.24%,1,0,567,175,0.764150943,0.360916614
742,90d8c741ddae_image,75.23%,1,0,568,175,0.764468371,0.361553151
743,69522a81a9b6_image,75.20%,0,1,568,176,0.76344086,0.361553151
744,001bd15d1891_image,75.18%,1,0,569,176,0.763758389,0.362189688
745,8504cc506789_image,75.16%,0,1,569,177,0.762734584,0.362189688
746,02037e3e6555_image,75.16%,1,0,570,177,0.763052209,0.362826225
747,f043bf82ee4e_image,75.13%,1,0,571,177,0.763368984,0.363462763
748,f087281fee55_image,75.11%,1,0,572,177,0.763684913,0.3640993
749,3ee11f07a427_image,75.10%,0,1,572,178,0.762666667,0.3640993
750,bf670c1f4aa6_image,75.09%,1,0,573,178,0.76298269,0.364735837
751,ff339bf108b4_image,75.03%,0,1,573,179,0.761968085,0.364735837
752,e8eb47bd055b_image,75.03%,0,1,573,180,0.760956175,0.364735837
753,b004b1fe809f_image,74.99%,0,1,573,181,0.75994695,0.364735837
754,35f3e874a4d5_image,74.98%,0,1,573,182,0.758940397,0.364735837
755,63f6f0b040e3_image,74.97%,1,0,574,182,0.759259259,0.365372374
756,387d752f1af4_image,74.94%,0,1,574,183,0.758256275,0.365372374
757,9ff1a3671dca_image,74.94%,1,0,575,183,0.758575198,0.366008912
758,afbaf5916fbe_image,74.88%,1,0,576,183,0.758893281,0.366645449
759,13b742f56244_image,74.83%,0,1,576,184,0.757894737,0.366645449
760,fd4004c1cfea_image,74.83%,1,0,577,184,0.758212878,0.367281986
761,eb255becb30a_image,74.82%,0,1,577,185,0.757217848,0.367281986
762,00fb65888ddf_image,74.82%,1,0,578,185,0.757536042,0.367918523
763,8b6c243306dd_image,74.81%,0,1,578,186,0.756544503,0.367918523
764,3df2c9d30cdf_image,74.78%,0,1,578,187,0.755555556,0.367918523
765,c0d9174d42ac_image,74.74%,0,1,578,188,0.754569191,0.367918523
766,20afe4c0669f_image,74.70%,1,0,579,188,0.754889179,0.36855506
767,4467cda706e7_image,74.69%,1,0,580,188,0.755208333,0.369191598
768,f6654dcc44dd_image,74.69%,0,1,580,189,0.754226268,0.369191598
769,6c198fd756df_image,74.69%,0,1,580,190,0.753246753,0.369191598
770,641ddddf8c0f_image,74.68%,0,1,580,191,0.75226978,0.369191598
771,8e882bd6662a_image,74.67%,1,0,581,191,0.752590674,0.369828135
772,cd23d4de0c36_image,74.63%,1,0,582,191,0.752910737,0.370464672
773,1ae1aca1fd0e_image,74.56%,1,0,583,191,0.753229974,0.371101209
774,ba0001dac70b_image,74.53%,0,1,583,192,0.752258065,0.371101209
775,e0309637bb7d_image,74.50%,0,1,583,193,0.75128866,0.371101209
776,1bbbd65ed63a_image,74.47%,1,0,584,193,0.751608752,0.371737747
777,61ad1ab420e5_image,74.44%,0,1,584,194,0.750642674,0.371737747
778,1dc00be9fa90_image,74.42%,1,0,585,194,0.750962773,0.372374284
779,5111b11537d3_image,74.42%,1,0,586,194,0.751282051,0.373010821
780,dee1f922c02a_image,74.35%,0,1,586,195,0.750320102,0.373010821
781,b7c97ac36b5e_image,74.34%,1,0,587,195,0.750639386,0.373647358
782,5a84eaaa2854_image,74.34%,0,1,587,196,0.749680715,0.373647358
783,9f443c090df6_image,74.27%,0,1,587,197,0.74872449,0.373647358
784,3a33f16fc22e_image,74.27%,1,0,588,197,0.749044586,0.374283896
785,b7c97ac36b5e_image,74.22%,1,0,589,197,0.749363868,0.374920433
786,f7cbb88ba1c2_image,74.22%,1,0,590,197,0.749682338,0.37555697
787,d3a3199e03d9_image,74.21%,0,1,590,198,0.748730964,0.37555697
788,c5c3110fee67_image,74.19%,0,1,590,199,0.747782003,0.37555697
789,7d91b9db5089_image,74.13%,1,0,591,199,0.748101266,0.376193507
790,c726326bbf49_image,74.12%,1,0,592,199,0.748419722,0.376830045
791,91abd96780d5_image,74.07%,1,0,593,199,0.748737374,0.377466582
792,c031c3243293_image,74.05%,0,1,593,200,0.74779319,0.377466582
793,0ee216baabd5_image,74.03%,1,0,594,200,0.748110831,0.378103119
794,384befafa4d2_image,73.98%,0,1,594,201,0.747169811,0.378103119
795,7d37bf3592e2_image,73.97%,0,1,594,202,0.746231156,0.378103119
796,6cccc27d8538_image,73.97%,0,1,594,203,0.745294856,0.378103119
797,64f9bb437b54_image,73.96%,1,0,595,203,0.745614035,0.378739656
798,6226df8a6dcf_image,73.92%,0,1,595,204,0.744680851,0.378739656
799,1d9dd17d19fd_image,73.92%,0,1,595,205,0.74375,0.378739656
800,5597d905aa5c_image,73.88%,1,0,596,205,0.744069913,0.379376194
801,1b3cee648e36_image,73.85%,1,0,597,205,0.744389027,0.380012731
802,139af9440cc0_image,73.83%,0,1,597,206,0.743462017,0.380012731
803,696797119b49_image,73.81%,1,0,598,206,0.743781095,0.380649268
804,322505bea742_image,73.81%,1,0,599,206,0.744099379,0.381285805
805,5f138fe1ae22_image,73.68%,1,0,600,206,0.744416873,0.381922342
806,347de7200418_image,73.65%,1,0,601,206,0.744733581,0.38255888
807,c2607cb8b520_image,73.62%,0,1,601,207,0.743811881,0.38255888
808,61f6f66ca634_image,73.58%,0,1,601,208,0.74289246,0.38255888
809,606d6922c2ff_image,73.54%,1,0,602,208,0.743209877,0.383195417
810,6b9250650ca0_image,73.45%,0,1,602,209,0.742293465,0.383195417
811,a0464a69be84_image,73.44%,1,0,603,209,0.742610837,0.383831954
812,7c5dcf4ebb82_image,73.43%,0,1,603,210,0.741697417,0.383831954
813,f524075b2d23_image,73.35%,0,1,603,211,0.740786241,0.383831954
814,416bc57ec67d_image,73.34%,0,1,603,212,0.739877301,0.383831954
815,69522a81a9b6_image,73.33%,0,1,603,213,0.738970588,0.383831954
816,b6644d984e8e_image,73.30%,1,0,604,213,0.739290086,0.384468491
817,7ae3ba379660_image,73.26%,1,0,605,213,0.739608802,0.385105029
818,61a1997e7b8f_image,73.25%,1,0,606,213,0.73992674,0.385741566
819,1951ac929b71_image,73.23%,1,0,607,213,0.740243902,0.386378103
820,233c7f24c43e_image,73.21%,0,1,607,214,0.739342266,0.386378103
821,c51c820efe4a_image,73.19%,0,1,607,215,0.738442822,0.386378103
822,06917801a47e_image,73.18%,0,1,607,216,0.737545565,0.386378103
823,acac0f331a45_image,73.12%,1,0,608,216,0.737864078,0.38701464
824,61906bea9eab_image,73.11%,1,0,609,216,0.738181818,0.387651178
825,70113b96d1a4_image,73.09%,0,1,609,217,0.737288136,0.387651178
826,e75e554f49ac_image,73.06%,0,1,609,218,0.736396614,0.387651178
827,12b7ba1557a4_image,73.05%,1,0,610,218,0.736714976,0.388287715
828,b55092ef36fc_image,73.04%,0,1,610,219,0.735826297,0.388287715
829,8ded0693be5e_image,73.01%,0,1,610,220,0.734939759,0.388287715
830,fe1bd72325f8_image,72.97%,1,0,611,220,0.735258724,0.388924252
831,63aefefa9ee0_image,72.92%,1,0,612,220,0.735576923,0.389560789
832,0726c56e706d_image,72.92%,0,1,612,221,0.734693878,0.389560789
833,f0e2e2c38ace_image,72.89%,1,0,613,221,0.73501199,0.390197327
834,d00013065b7d_image,72.87%,1,0,614,221,0.735329341,0.390833864
835,e563f54f421c_image,72.87%,1,0,615,221,0.735645933,0.391470401
836,318057da5ea0_image,72.80%,1,0,616,221,0.735961768,0.392106938
837,3d6c5fa4b95e_image,72.78%,1,0,617,221,0.73627685,0.392743475
838,68bc4ba8b00a_image,72.76%,1,0,618,221,0.73659118,0.393380013
839,9eaf8578792a_image,72.75%,0,1,618,222,0.735714286,0.393380013
840,8b21c22d7503_image,72.75%,1,0,619,222,0.736028537,0.39401655
841,49f010752fd8_image,72.75%,0,1,619,223,0.735154394,0.39401655
842,a600ed075926_image,72.72%,0,1,619,224,0.734282325,0.39401655
843,10fb3cdeaed5_image,72.69%,0,1,619,225,0.733412322,0.39401655
844,536be3676c85_image,72.65%,0,1,619,226,0.732544379,0.39401655
845,12b7ba1557a4_image,72.65%,0,1,619,227,0.731678487,0.39401655
846,5111b11537d3_image,72.57%,1,0,620,227,0.731995277,0.394653087
847,30eae2ee5011_image,72.56%,0,1,620,228,0.731132075,0.394653087
848,4d40e3259fb0_image,72.55%,1,0,621,228,0.731448763,0.395289624
849,a0464a69be84_image,72.54%,1,0,622,228,0.731764706,0.395926162
850,042efea6bd1d_image,72.53%,0,1,622,229,0.730904818,0.395926162
851,90b69e8772e3_image,72.53%,0,1,622,230,0.730046948,0.395926162
852,7d70c13f0e0b_image,72.50%,0,1,622,231,0.72919109,0.395926162
853,c4dfcdff7d48_image,72.50%,1,0,623,231,0.729508197,0.396562699
854,761288427a0d_image,72.39%,0,1,623,232,0.728654971,0.396562699
855,e7f48029ca34_image,72.39%,1,0,624,232,0.728971963,0.397199236
856,09cf9767a7bf_image,72.37%,1,0,625,232,0.729288215,0.397835773
857,229c496fc08d_image,72.35%,0,1,625,233,0.728438228,0.397835773
858,ff339bf108b4_image,72.33%,1,0,626,233,0.728754366,0.398472311
859,da4daa1dd48d_image,72.33%,0,1,626,234,0.727906977,0.398472311
860,c86ec745fa23_image,72.29%,1,0,627,234,0.728222997,0.399108848
861,3fdf9402b08b_image,72.26%,1,0,628,234,0.728538283,0.399745385
862,425dff2ff13a_image,72.20%,0,1,628,235,0.72769409,0.399745385
863,f293762cef58_image,72.19%,0,1,628,236,0.726851852,0.399745385
864,01376c1ba556_image,72.18%,0,1,628,237,0.726011561,0.399745385
865,8c19d383f567_image,72.11%,0,1,628,238,0.72517321,0.399745385
866,60bcbaadd32e_image,72.11%,0,1,628,239,0.724336794,0.399745385
867,f825c4eda7f4_image,72.10%,1,0,629,239,0.724654378,0.400381922
868,6a9d97bd8458_image,72.09%,1,0,630,239,0.724971231,0.40101846
869,9f693a11cdaf_image,72.09%,1,0,631,239,0.725287356,0.401654997
870,acae41f6c042_image,72.07%,0,1,631,240,0.72445465,0.401654997
871,9544a8924cb8_image,72.01%,0,1,631,241,0.723623853,0.401654997
872,f72847c072e2_image,71.99%,1,0,632,241,0.723940435,0.402291534
873,5044cd2e31d1_image,71.98%,0,1,632,242,0.723112128,0.402291534
874,ff339bf108b4_image,71.98%,0,1,632,243,0.722285714,0.402291534
875,e63674c067e3_image,71.96%,1,0,633,243,0.72260274,0.402928071
876,8b86757fa9fe_image,71.94%,0,1,633,244,0.721778791,0.402928071
877,477cf68a3140_image,71.87%,1,0,634,244,0.722095672,0.403564609
878,8504cc506789_image,71.82%,1,0,635,244,0.722411832,0.404201146
879,93a1b92fa183_image,71.81%,1,0,636,244,0.722727273,0.404837683
880,0f9ef2e963bf_image,71.80%,1,0,637,244,0.723041998,0.40547422
881,030729b6b204_image,71.80%,1,0,638,244,0.723356009,0.406110757
882,2feb3afc8481_image,71.77%,1,0,639,244,0.723669309,0.406747295
883,3cfb0ca1d73d_image,71.74%,0,1,639,245,0.722850679,0.406747295
884,40cf9721e428_image,71.70%,1,0,640,245,0.723163842,0.407383832
885,e63674c067e3_image,71.68%,1,0,641,245,0.723476298,0.408020369
886,a06bc359b5fb_image,71.67%,0,1,641,246,0.722660654,0.408020369
887,5c7b5fe49437_image,71.66%,1,0,642,246,0.722972973,0.408656906
888,de023e0fc394_image,71.66%,1,0,643,246,0.723284589,0.409293444
889,f33c3310cbaa_image,71.65%,1,0,644,246,0.723595506,0.409929981
890,9641578a178b_image,71.65%,0,1,644,247,0.722783389,0.409929981
891,3dca73493c38_image,71.63%,1,0,645,247,0.72309417,0.410566518
892,27c93fadef8a_image,71.51%,1,0,646,247,0.723404255,0.411203055
893,148e64c35cca_image,71.51%,0,1,646,248,0.722595078,0.411203055
894,d048ab876687_image,71.49%,1,0,647,248,0.722905028,0.411839593
895,f39eadda837b_image,71.47%,0,1,647,249,0.722098214,0.411839593
896,20afe4c0669f_image,71.33%,1,0,648,249,0.722408027,0.41247613
897,ecbd5addfd43_image,71.33%,0,1,648,250,0.721603563,0.41247613
898,f9c45ad6c3ab_image,71.32%,1,0,649,250,0.721913237,0.413112667
899,9650650cf7ed_image,71.32%,1,0,650,250,0.722222222,0.413749204
900,dc3934dc9f96_image,71.30%,0,1,650,251,0.721420644,0.413749204
901,518ddd59e1b1_image,71.29%,1,0,651,251,0.72172949,0.414385742
902,5301dfecfce2_image,71.27%,1,0,652,251,0.722037652,0.415022279
903,9b531d53c513_image,71.25%,1,0,653,251,0.722345133,0.415658816
904,1405cb173ab4_image,71.19%,0,1,653,252,0.721546961,0.415658816
905,35f3e874a4d5_image,71.17%,1,0,654,252,0.721854305,0.416295353
906,66df9cea79fd_image,71.09%,1,0,655,252,0.72216097,0.416931891
907,6b4538ea6062_image,71.05%,0,1,655,253,0.721365639,0.416931891
908,d4233665595c_image,71.03%,1,0,656,253,0.721672167,0.417568428
909,dad11df05809_image,70.98%,1,0,657,253,0.721978022,0.418204965
910,546ef744f128_image,70.94%,0,1,657,254,0.72118551,0.418204965
911,3d3dcc89ded9_image,70.93%,1,0,658,254,0.721491228,0.418841502
912,dc3934dc9f96_image,70.91%,0,1,658,255,0.720700986,0.418841502
913,779d18c490e9_image,70.86%,0,1,658,256,0.719912473,0.418841502
914,279b24991da3_image,70.86%,0,1,658,257,0.719125683,0.418841502
915,96ef77785c24_image,70.85%,0,1,658,258,0.718340611,0.418841502
916,3392e7be5830_image,70.81%,0,1,658,259,0.717557252,0.418841502
917,d787c9bd4fa8_image,70.80%,0,1,658,260,0.716775599,0.418841502
918,b13d2f8ad15d_image,70.79%,1,0,659,260,0.717083787,0.419478039
919,e8eb47bd055b_image,70.79%,0,1,659,261,0.716304348,0.419478039
920,9dcd0faf95bd_image,70.77%,1,0,660,261,0.716612378,0.420114577
921,3c520ff6d9b7_image,70.71%,1,0,661,261,0.71691974,0.420751114
922,23a5144c8749_image,70.68%,1,0,662,261,0.717226436,0.421387651
923,912fbfa9f737_image,70.60%,1,0,663,261,0.717532468,0.422024188
924,b69412006842_image,70.57%,1,0,664,261,0.717837838,0.422660726
925,816c386cdbb2_image,70.55%,1,0,665,261,0.718142549,0.423297263
926,92bcb7f3b9f0_image,70.51%,1,0,666,261,0.718446602,0.4239338
927,1dfc407d4450_image,70.50%,1,0,667,261,0.71875,0.424570337
928,2cb791040cb1_image,70.47%,1,0,668,261,0.719052745,0.425206875
929,e0309637bb7d_image,70.45%,1,0,669,261,0.719354839,0.425843412
930,64f9bb437b54_image,70.43%,0,1,669,262,0.71858217,0.425843412
931,e22bfdc7ade7_image,70.41%,0,1,669,263,0.717811159,0.425843412
932,5fe5d4052587_image,70.40%,1,0,670,263,0.718113612,0.426479949
933,2d53afe5684b_image,70.38%,1,0,671,263,0.718415418,0.427116486
934,f72798142553_image,70.37%,1,0,672,263,0.718716578,0.427753024
935,816c386cdbb2_image,70.34%,1,0,673,263,0.719017094,0.428389561
936,3c520ff6d9b7_image,70.24%,0,1,673,264,0.718249733,0.428389561
937,532f722fa51d_image,70.23%,1,0,674,264,0.718550107,0.429026098
938,e75e554f49ac_image,70.20%,0,1,674,265,0.717784878,0.429026098
939,1ec6cb4debf9_image,70.19%,1,0,675,265,0.718085106,0.429662635
940,3ecd882ade16_image,70.18%,0,1,675,266,0.717321998,0.429662635
941,af2ae323c000_image,70.16%,0,1,675,267,0.71656051,0.429662635
942,077fe957981a_image,70.12%,0,1,675,268,0.715800636,0.429662635
943,95ebf6f3aee6_image,70.08%,1,0,676,268,0.716101695,0.430299173
944,61d8f4b28030_image,70.03%,1,0,677,268,0.716402116,0.43093571
945,2dee71f3479c_image,70.02%,1,0,678,268,0.716701903,0.431572247
946,1ffe706d3d5f_image,70.02%,1,0,679,268,0.717001056,0.432208784
947,cd6e56f2f2ac_image,69.93%,1,0,680,268,0.717299578,0.432845321
948,e9c099d7fe7b_image,69.93%,1,0,681,268,0.717597471,0.433481859
949,0a3ff348b17f_image,69.86%,0,1,681,269,0.716842105,0.433481859
950,c51c820efe4a_image,69.83%,0,1,681,270,0.716088328,0.433481859
951,59cb840515f1_image,69.81%,0,1,681,271,0.715336134,0.433481859
952,de70ed3c1107_image,69.76%,1,0,682,271,0.715634837,0.434118396
953,e9dd2e15cb8b_image,69.75%,0,1,682,272,0.714884696,0.434118396
954,bb5ea9bc97fa_image,69.69%,1,0,683,272,0.715183246,0.434754933
955,bb3076795a01_image,69.63%,1,0,684,272,0.715481172,0.43539147
956,06de06e37023_image,69.63%,1,0,685,272,0.715778474,0.436028008
957,338c9d452ba2_image,69.60%,1,0,686,272,0.716075157,0.436664545
958,709130ce5a22_image,69.58%,0,1,686,273,0.715328467,0.436664545
959,6f5e70a99d77_image,69.57%,0,1,686,274,0.714583333,0.436664545
960,a226584b9b79_image,69.56%,1,0,687,274,0.714880333,0.437301082
961,46ef96aea886_image,69.55%,1,0,688,274,0.715176715,0.437937619
962,141047766750_image,69.55%,1,0,689,274,0.715472482,0.438574157
963,8d707af243eb_image,69.41%,0,1,689,275,0.71473029,0.438574157
964,727775e601cc_image,69.39%,1,0,690,275,0.715025907,0.439210694
965,1405cb173ab4_image,69.34%,0,1,690,276,0.714285714,0.439210694
966,7ae3ba379660_image,69.26%,1,0,691,276,0.714581179,0.439847231
967,c3ac3699957d_image,69.24%,1,0,692,276,0.714876033,0.440483768
968,30987888d494_image,69.19%,0,1,692,277,0.714138287,0.440483768
969,ae781da41bff_image,69.16%,0,1,692,278,0.713402062,0.440483768
970,987e5110e681_image,69.14%,0,1,692,279,0.712667353,0.440483768
971,0b2269d46515_image,69.11%,1,0,693,279,0.712962963,0.441120306
972,6699ff481799_image,68.98%,0,1,693,280,0.712230216,0.441120306
973,9811c7e34bb1_image,68.96%,0,1,693,281,0.711498973,0.441120306
974,72df8e8bb056_image,68.94%,0,1,693,282,0.710769231,0.441120306
975,9f693a11cdaf_image,68.91%,1,0,694,282,0.711065574,0.441756843
976,8ddd063f5c7d_image,68.89%,1,0,695,282,0.71136131,0.44239338
977,cef058291a3e_image,68.85%,0,1,695,283,0.710633947,0.44239338
978,fe426d79609d_image,68.80%,0,1,695,284,0.709908069,0.44239338
979,7d622deec073_image,68.80%,1,0,696,284,0.710204082,0.443029917
980,2eefbd9bc7b9_image,68.78%,0,1,696,285,0.709480122,0.443029917
981,bfefe3eb008e_image,68.77%,1,0,697,285,0.709775967,0.443666454
982,6c8fb4dd5fd7_image,68.75%,1,0,698,285,0.710071211,0.444302992
983,c2fc38553d0e_image,68.74%,0,1,698,286,0.709349593,0.444302992
984,dc8300b52fc2_image,68.72%,0,1,698,287,0.708629442,0.444302992
985,c7b15df55367_image,68.68%,1,0,699,287,0.708924949,0.444939529
986,db4f4f01f852_image,68.67%,0,1,699,288,0.708206687,0.444939529
987,329172d2a7eb_image,68.66%,0,1,699,289,0.707489879,0.444939529
988,49cbc9c84fac_image,68.66%,1,0,700,289,0.707785642,0.445576066
989,13d85fa31653_image,68.64%,0,1,700,290,0.707070707,0.445576066
990,7bc56e205e08_image,68.63%,0,1,700,291,0.706357215,0.445576066
991,204b76fa911b_image,68.61%,0,1,700,292,0.705645161,0.445576066
992,30782c5ea39a_image,68.58%,0,1,700,293,0.704934542,0.445576066
993,d9ed5faef270_image,68.53%,0,1,700,294,0.704225352,0.445576066
994,2dfb1892020b_image,68.43%,0,1,700,295,0.703517588,0.445576066
995,ebab8906e37c_image,68.41%,1,0,701,295,0.703815261,0.446212603
996,8e882bd6662a_image,68.32%,0,1,701,296,0.703109328,0.446212603
997,c342453827f9_image,68.27%,0,1,701,297,0.70240481,0.446212603
998,213254f5b712_image,68.27%,0,1,701,298,0.701701702,0.446212603
999,d9836a416645_image,68.18%,1,0,702,298,0.702,0.446849141
1000,c031c3243293_image,68.18%,0,1,702,299,0.701298701,0.446849141
1001,58f217f3dda7_image,68.11%,1,0,703,299,0.701596806,0.447485678
1002,f9c3bb697d31_image,68.10%,0,1,703,300,0.700897308,0.447485678
1003,e22bfdc7ade7_image,68.10%,0,1,703,301,0.700199203,0.447485678
1004,64f5b678b388_image,68.09%,1,0,704,301,0.700497512,0.448122215
1005,9cbb5c89491c_image,68.09%,0,1,704,302,0.699801193,0.448122215
1006,afbaf5916fbe_image,68.08%,0,1,704,303,0.699106256,0.448122215
1007,e350c6a1acbd_image,68.06%,0,1,704,304,0.698412698,0.448122215
1008,ea0fe8beeff4_image,68.02%,0,1,704,305,0.697720515,0.448122215
1009,fa9729ef16b6_image,68.01%,1,0,705,305,0.698019802,0.448758752
1010,1ed1fa2827c8_image,67.99%,0,1,705,306,0.697329377,0.448758752
1011,ab91cf190fdf_image,67.98%,0,1,705,307,0.696640316,0.448758752
1012,920b0417df19_image,67.95%,1,0,706,307,0.696939783,0.44939529
1013,057889fefcb8_image,67.94%,1,0,707,307,0.697238659,0.450031827
1014,2dee71f3479c_image,67.90%,0,1,707,308,0.696551724,0.450031827
1015,74ad868fbf7f_image,67.89%,0,1,707,309,0.695866142,0.450031827
1016,be40069a1386_image,67.87%,0,1,707,310,0.695181908,0.450031827
1017,d664645b5052_image,67.85%,0,1,707,311,0.694499018,0.450031827
1018,8a41350ed766_image,67.84%,1,0,708,311,0.694798822,0.450668364
1019,2c297acf1d25_image,67.82%,1,0,709,311,0.695098039,0.451304901
1020,06de06e37023_image,67.76%,1,0,710,311,0.69539667,0.451941439
1021,10b1352bfe36_image,67.76%,0,1,710,312,0.694716243,0.451941439
1022,74ad868fbf7f_image,67.71%,1,0,711,312,0.695014663,0.452577976
1023,bfcc54749d3a_image,67.65%,1,0,712,312,0.6953125,0.453214513
1024,f782a61c168f_image,67.55%,0,1,712,313,0.694634146,0.453214513
1025,1d9dd17d19fd_image,67.54%,1,0,713,313,0.694931774,0.45385105
1026,ab91cf190fdf_image,67.50%,1,0,714,313,0.695228822,0.454487588
1027,d470ced1f93f_image,67.47%,1,0,715,313,0.695525292,0.455124125
1028,7c894f328f24_image,67.39%,1,0,716,313,0.695821186,0.455760662
1029,46ef96aea886_image,67.29%,0,1,716,314,0.695145631,0.455760662
1030,c3f0b2e27f44_image,67.28%,1,0,717,314,0.695441319,0.456397199
1031,d7bd07106cd1_image,67.27%,0,1,717,315,0.694767442,0.456397199
1032,c113eeda4af3_image,67.26%,0,1,717,316,0.694094869,0.456397199
1033,64f5b678b388_image,67.22%,1,0,718,316,0.694390716,0.457033736
1034,b570de3efeed_image,67.20%,0,1,718,317,0.693719807,0.457033736
1035,36c493013b44_image,67.17%,1,0,719,317,0.694015444,0.457670274
1036,52623b67acc8_image,67.09%,0,1,719,318,0.693346191,0.457670274
1037,2c4e95472ebb_image,67.07%,1,0,720,318,0.693641618,0.458306811
1038,080f3ecd201b_image,67.03%,1,0,721,318,0.693936477,0.458943348
1039,27c93fadef8a_image,67.01%,1,0,722,318,0.694230769,0.459579885
1040,55b7e0151363_image,66.99%,1,0,723,318,0.694524496,0.460216423
1041,b4b931e5ad31_image,66.98%,1,0,724,318,0.694817658,0.46085296
1042,30987888d494_image,66.97%,0,1,724,319,0.694151486,0.46085296
1043,1bbbd65ed63a_image,66.96%,0,1,724,320,0.69348659,0.46085296
1044,90d3329608a1_image,66.90%,1,0,725,320,0.693779904,0.461489497
1045,bd332c501671_image,66.88%,0,1,725,321,0.693116635,0.461489497
1046,5ce2be1781f6_image,66.87%,1,0,726,321,0.693409742,0.462126034
1047,0d3910133fbe_image,66.85%,1,0,727,321,0.69370229,0.462762572
1048,318057da5ea0_image,66.84%,1,0,728,321,0.69399428,0.463399109
1049,e31fc5148d42_image,66.83%,0,1,728,322,0.693333333,0.463399109
1050,7125a29cfb98_image,66.83%,0,1,728,323,0.692673644,0.463399109
1051,68bc4ba8b00a_image,66.78%,0,1,728,324,0.692015209,0.463399109
1052,f99fd61d4072_image,66.77%,1,0,729,324,0.692307692,0.464035646
1053,0a93116c50f1_image,66.76%,1,0,730,324,0.69259962,0.464672183
1054,384befafa4d2_image,66.72%,1,0,731,324,0.692890995,0.465308721
1055,932dabe18d3c_image,66.67%,1,0,732,324,0.693181818,0.465945258
1056,3f4bf5c485de_image,66.65%,0,1,732,325,0.692526017,0.465945258
1057,6a106096c000_image,66.64%,1,0,733,325,0.692816635,0.466581795
1058,43d8cc4504b3_image,66.51%,1,0,734,325,0.693106704,0.467218332
1059,32f07d34a0db_image,66.50%,0,1,734,326,0.69245283,0.467218332
1060,5bbc12c5236d_image,66.43%,0,1,734,327,0.691800189,0.467218332
1061,c2f682af3f6a_image,66.39%,0,1,734,328,0.691148776,0.467218332
1062,c0d9174d42ac_image,66.36%,0,1,734,329,0.690498589,0.467218332
1063,d0a5d4dbfd76_image,66.35%,0,1,734,330,0.689849624,0.467218332
1064,f5c8f9719f56_image,66.33%,0,1,734,331,0.689201878,0.467218332
1065,7231961852ab_image,66.32%,0,1,734,332,0.688555347,0.467218332
1066,c3ac3699957d_image,66.28%,1,0,735,332,0.688847235,0.46785487
1067,bea7d86f79d5_image,66.27%,1,0,736,332,0.689138577,0.468491407
1068,ae8fecc25309_image,66.26%,0,1,736,333,0.68849392,0.468491407
1069,fbd384384f57_image,66.24%,1,0,737,333,0.688785047,0.469127944
1070,c6e4a9162e0c_image,66.23%,0,1,737,334,0.688141923,0.469127944
1071,e0eddccff7d7_image,66.06%,0,1,737,335,0.6875,0.469127944
1072,a464a0534b1e_image,66.02%,0,1,737,336,0.686859273,0.469127944
1073,6df74f84cb1b_image,66.00%,1,0,738,336,0.687150838,0.469764481
1074,b813385b09f0_image,65.98%,0,1,738,337,0.686511628,0.469764481
1075,1faa20910bb8_image,65.96%,0,1,738,338,0.685873606,0.469764481
1076,1c5b53c5c442_image,65.89%,0,1,738,339,0.685236769,0.469764481
1077,68bc4ba8b00a_image,65.85%,0,1,738,340,0.684601113,0.469764481
1078,b9176ad8599e_image,65.84%,0,1,738,341,0.683966636,0.469764481
1079,ac0972561d50_image,65.78%,1,0,739,341,0.684259259,0.470401018
1080,7231961852ab_image,65.75%,0,1,739,342,0.683626272,0.470401018
1081,7fc06d300d14_image,65.67%,0,1,739,343,0.682994455,0.470401018
1082,cca1c1a5635c_image,65.65%,0,1,739,344,0.682363804,0.470401018
1083,36c493013b44_image,65.57%,1,0,740,344,0.682656827,0.471037556
1084,aa4e8e7e82a7_image,65.57%,0,1,740,345,0.68202765,0.471037556
1085,ed77e3dd29ea_image,65.56%,0,1,740,346,0.681399632,0.471037556
1086,0283ed37496d_image,65.52%,1,0,741,346,0.681692732,0.471674093
1087,086f1ab39050_image,65.52%,0,1,741,347,0.681066176,0.471674093
1088,546ef744f128_image,65.48%,1,0,742,347,0.681359045,0.47231063
1089,b297e82a912c_image,65.45%,0,1,742,348,0.680733945,0.47231063
1090,42d9d100ae15_image,65.41%,0,1,742,349,0.680109991,0.47231063
1091,b09fea59190a_image,65.38%,1,0,743,349,0.68040293,0.472947167
1092,1dc3fa353adf_image,65.38%,0,1,743,350,0.679780421,0.472947167
1093,ce0b9e47976b_image,65.38%,0,1,743,351,0.679159049,0.472947167
1094,2c297acf1d25_image,65.27%,1,0,744,351,0.679452055,0.473583705
1095,8ae04761045f_image,65.27%,0,1,744,352,0.678832117,0.473583705
1096,fe1bd72325f8_image,65.26%,1,0,745,352,0.679124886,0.474220242
1097,81cd26817de5_image,65.09%,0,1,745,353,0.678506375,0.474220242
1098,bbd03dd80390_image,65.08%,0,1,745,354,0.67788899,0.474220242
1099,b09305903d46_image,65.03%,0,1,745,355,0.677272727,0.474220242
